passage,phage_measured,phage_treatment,temperature_treatment,temperature,replicate,pfu,dilution,pfu_ml,,
8,LUZ19,Single_phage,Fluctuating,37,2,24,-7,24000000000,,
8,LUZ19,Single_phage,Fluctuating,37,3,33,-7,33000000000,,
8,LUZ19,Single_phage,Fluctuating,37,4,42,-7,42000000000,,
8,LUZ19,Single_phage,Fluctuating,37,5,43,-7,43000000000,,
8,LUZ19,Single_phage,Fluctuating,37,6,38,-7,38000000000,,
8,LUZ19,Competition,Fluctuating,42,1,34,-5,340000000,,
8,LUZ19,Competition,Fluctuating,42,2,36,-5,360000000,,
8,LUZ19,Competition,Fluctuating,42,3,25,-5,250000000,,
8,LUZ19,Competition,Fluctuating,42,4,22,-5,220000000,,
8,LUZ19,Competition,Fluctuating,42,5,9,-5,90000000,,
8,LUZ19,Competition,Fluctuating,42,6,8,-5,80000000,,
8,phage14_1,Single_phage,Fluctuating,37,1,77,-5,770000000,,
8,phage14_1,Single_phage,Fluctuating,37,2,75,-5,750000000,,
8,phage14_1,Single_phage,Fluctuating,37,3,92,-5,920000000,,
8,phage14_1,Single_phage,Fluctuating,37,4,107,-5,1070000000,,
8,phage14_1,Single_phage,Fluctuating,37,5,97,-5,970000000,,
8,phage14_1,Single_phage,Fluctuating,37,6,106,-5,1060000000,,
8,phage14_1,Competition,Fluctuating,37,1,119,-5,1190000000,,
8,phage14_1,Competition,Fluctuating,37,2,105,-5,1050000000,,
8,phage14_1,Competition,Fluctuating,37,3,107,-5,1070000000,,
8,phage14_1,Competition,Fluctuating,37,4,126,-5,1260000000,,
8,phage14_1,Competition,Fluctuating,37,5,94,-5,940000000,,
8,phage14_1,Competition,Fluctuating,37,6,104,-5,1040000000,,
8.1,LUZ19,Single_phage,Fluctuating,37,1,,,1100000000,,
8.1,LUZ19,Single_phage,Fluctuating,37,2,,,2400000000,,
8.1,LUZ19,Single_phage,Fluctuating,37,3,,,3300000000,,
8.1,LUZ19,Single_phage,Fluctuating,37,4,,,4200000000,,
8.1,LUZ19,Single_phage,Fluctuating,37,5,,,4300000000,,
8.1,LUZ19,Single_phage,Fluctuating,37,6,,,3800000000,,
8.1,LUZ19,Competition,Fluctuating,42,1,,,34000000,,
8.1,LUZ19,Competition,Fluctuating,42,2,,,36000000,,
8.1,LUZ19,Competition,Fluctuating,42,3,,,25000000,,
8.1,LUZ19,Competition,Fluctuating,42,4,,,22000000,,
8.1,LUZ19,Competition,Fluctuating,42,5,,,9000000,,
8.1,LUZ19,Competition,Fluctuating,42,6,,,8000000,,
8.1,phage14_1,Single_phage,Fluctuating,37,1,,,77000000,,
8.1,phage14_1,Single_phage,Fluctuating,37,2,,,75000000,,
8.1,phage14_1,Single_phage,Fluctuating,37,3,,,92000000,,
8.1,phage14_1,Single_phage,Fluctuating,37,4,,,107000000,,
8.1,phage14_1,Single_phage,Fluctuating,37,5,,,97000000,,
8.1,phage14_1,Single_phage,Fluctuating,37,6,,,106000000,,
8.1,phage14_1,Competition,Fluctuating,37,1,,,119000000,,
8.1,phage14_1,Competition,Fluctuating,37,2,,,105000000,,
8.1,phage14_1,Competition,Fluctuating,37,3,,,107000000,,
8.1,phage14_1,Competition,Fluctuating,37,4,,,126000000,,
8.1,phage14_1,Competition,Fluctuating,37,5,,,94000000,,
8.1,phage14_1,Competition,Fluctuating,37,6,,,104000000,,
9,LUZ19,Single_phage,Fluctuating,37,1,20,-7,20000000000,,
9,LUZ19,Single_phage,Fluctuating,37,2,18,-7,18000000000,,
9,LUZ19,Single_phage,Fluctuating,37,3,22,-7,22000000000,,
9,LUZ19,Single_phage,Fluctuating,37,4,12,-7,12000000000,,
9,LUZ19,Single_phage,Fluctuating,37,5,19,-7,19000000000,,
9,LUZ19,Single_phage,Fluctuating,37,6,19,-7,19000000000,,
9,LUZ19,Competition,Fluctuating,42,1,39,-6,3900000000,,
9,LUZ19,Competition,Fluctuating,42,2,28,-6,2800000000,,
9,LUZ19,Competition,Fluctuating,42,3,24,-6,2400000000,,
9,LUZ19,Competition,Fluctuating,42,4,21,-6,2100000000,,
9,LUZ19,Competition,Fluctuating,42,5,11,-6,1100000000,,
9,LUZ19,Competition,Fluctuating,42,6,6,-6,600000000,,
9,phage14_1,Single_phage,Fluctuating,37,1,28,-6,2800000000,,
9,phage14_1,Single_phage,Fluctuating,37,2,52,-6,5200000000,,
9,phage14_1,Single_phage,Fluctuating,37,3,38,-6,3800000000,,
9,phage14_1,Single_phage,Fluctuating,37,4,41,-6,4100000000,,
9,phage14_1,Single_phage,Fluctuating,37,5,35,-6,3500000000,,
9,phage14_1,Single_phage,Fluctuating,37,6,39,-6,3900000000,,
9,phage14_1,Competition,Fluctuating,37,1,65,-6,6500000000,,
9,phage14_1,Competition,Fluctuating,37,2,21,-6,2100000000,,
9,phage14_1,Competition,Fluctuating,37,3,48,-6,4800000000,,
9,phage14_1,Competition,Fluctuating,37,4,23,-6,2300000000,,
9,phage14_1,Competition,Fluctuating,37,5,30,-6,3000000000,,
9,phage14_1,Competition,Fluctuating,37,6,44,-6,4400000000,,
9.1,LUZ19,Single_phage,Fluctuating,37,1,,,2000000000,,
9.1,LUZ19,Single_phage,Fluctuating,37,2,,,1800000000,,
9.1,LUZ19,Single_phage,Fluctuating,37,3,,,2200000000,,
9.1,LUZ19,Single_phage,Fluctuating,37,4,,,1200000000,,
9.1,LUZ19,Single_phage,Fluctuating,37,5,,,1900000000,,
9.1,LUZ19,Single_phage,Fluctuating,37,6,,,1900000000,,
9.1,LUZ19,Competition,Fluctuating,42,1,,,390000000,,
9.1,LUZ19,Competition,Fluctuating,42,2,,,280000000,,
9.1,LUZ19,Competition,Fluctuating,42,3,,,240000000,,
9.1,LUZ19,Competition,Fluctuating,42,4,,,210000000,,
9.1,LUZ19,Competition,Fluctuating,42,5,,,110000000,,
9.1,LUZ19,Competition,Fluctuating,42,6,,,60000000,,
9.1,phage14_1,Single_phage,Fluctuating,37,1,,,280000000,,
9.1,phage14_1,Single_phage,Fluctuating,37,2,,,520000000,,
9.1,phage14_1,Single_phage,Fluctuating,37,3,,,380000000,,
9.1,phage14_1,Single_phage,Fluctuating,37,4,,,410000000,,
9.1,phage14_1,Single_phage,Fluctuating,37,5,,,350000000,,
9.1,phage14_1,Single_phage,Fluctuating,37,6,,,390000000,,
9.1,phage14_1,Competition,Fluctuating,37,1,,,650000000,,
9.1,phage14_1,Competition,Fluctuating,37,2,,,210000000,,
9.1,phage14_1,Competition,Fluctuating,37,3,,,480000000,,
9.1,phage14_1,Competition,Fluctuating,37,4,,,230000000,,
9.1,phage14_1,Competition,Fluctuating,37,5,,,300000000,,
9.1,phage14_1,Competition,Fluctuating,37,6,,,440000000,,
10,LUZ19,Single_phage,Fluctuating,37,1,13,-7,13000000000,,
10,LUZ19,Single_phage,Fluctuating,37,2,7,-7,7000000000,,
10,LUZ19,Single_phage,Fluctuating,37,3,12,-7,12000000000,,
10,LUZ19,Single_phage,Fluctuating,37,4,18,-7,18000000000,,
10,LUZ19,Single_phage,Fluctuating,37,5,17,-7,17000000000,,
10,LUZ19,Single_phage,Fluctuating,37,6,19,-7,19000000000,,
10,LUZ19,Competition,Fluctuating,42,1,21,-5,210000000,,
10,LUZ19,Competition,Fluctuating,42,2,19,-5,190000000,,
10,LUZ19,Competition,Fluctuating,42,3,20,-5,200000000,,
10,LUZ19,Competition,Fluctuating,42,4,17,-5,170000000,,
10,LUZ19,Competition,Fluctuating,42,5,20,-5,200000000,,
10,LUZ19,Competition,Fluctuating,42,6,29,-5,290000000,,
10,phage14_1,Single_phage,Fluctuating,37,1,72,-5,720000000,,
10,phage14_1,Single_phage,Fluctuating,37,2,66,-5,660000000,,
10,phage14_1,Single_phage,Fluctuating,37,3,80,-5,800000000,,
10,phage14_1,Single_phage,Fluctuating,37,4,66,-5,660000000,,
10,phage14_1,Single_phage,Fluctuating,37,5,61,-5,610000000,,
10,phage14_1,Single_phage,Fluctuating,37,6,68,-5,680000000,,
10,phage14_1,Competition,Fluctuating,37,1,20,-6,2000000000,,
10,phage14_1,Competition,Fluctuating,37,2,11,-6,1100000000,,
10,phage14_1,Competition,Fluctuating,37,3,16,-6,1600000000,,
10,phage14_1,Competition,Fluctuating,37,4,21,-6,2100000000,,
10,phage14_1,Competition,Fluctuating,37,5,13,-6,1300000000,,
10,phage14_1,Competition,Fluctuating,37,6,13,-6,1300000000,,
10.1,LUZ19,Single_phage,Fluctuating,37,1,,,1300000000,,
10.1,LUZ19,Single_phage,Fluctuating,37,2,,,700000000,,
10.1,LUZ19,Single_phage,Fluctuating,37,3,,,1200000000,,
10.1,LUZ19,Single_phage,Fluctuating,37,4,,,1800000000,,
10.1,LUZ19,Single_phage,Fluctuating,37,5,,,1700000000,,
10.1,LUZ19,Single_phage,Fluctuating,37,6,,,1900000000,,
10.1,LUZ19,Competition,Fluctuating,42,1,,,21000000,,
10.1,LUZ19,Competition,Fluctuating,42,2,,,19000000,,
10.1,LUZ19,Competition,Fluctuating,42,3,,,20000000,,
10.1,LUZ19,Competition,Fluctuating,42,4,,,17000000,,
10.1,LUZ19,Competition,Fluctuating,42,5,,,20000000,,
10.1,LUZ19,Competition,Fluctuating,42,6,,,29000000,,
10.1,phage14_1,Single_phage,Fluctuating,37,1,,,72000000,,
10.1,phage14_1,Single_phage,Fluctuating,37,2,,,66000000,,
10.1,phage14_1,Single_phage,Fluctuating,37,3,,,80000000,,
10.1,phage14_1,Single_phage,Fluctuating,37,4,,,66000000,,
10.1,phage14_1,Single_phage,Fluctuating,37,5,,,61000000,,
10.1,phage14_1,Single_phage,Fluctuating,37,6,,,68000000,,
10.1,phage14_1,Competition,Fluctuating,37,1,,,200000000,,
10.1,phage14_1,Competition,Fluctuating,37,2,,,110000000,,
10.1,phage14_1,Competition,Fluctuating,37,3,,,160000000,,
10.1,phage14_1,Competition,Fluctuating,37,4,,,210000000,,
10.1,phage14_1,Competition,Fluctuating,37,5,,,130000000,,
10.1,phage14_1,Competition,Fluctuating,37,6,,,130000000,,
11,LUZ19,Single_phage,Fluctuating,37,1,29,-7,29000000000,,
11,LUZ19,Single_phage,Fluctuating,37,2,29,-7,29000000000,,
11,LUZ19,Single_phage,Fluctuating,37,3,24,-7,24000000000,,
11,LUZ19,Single_phage,Fluctuating,37,4,27,-7,27000000000,,
11,LUZ19,Single_phage,Fluctuating,37,5,20,-7,20000000000,,
11,LUZ19,Single_phage,Fluctuating,37,6,26,-7,26000000000,,
11,LUZ19,Competition,Fluctuating,42,1,25,-6,2500000000,,
11,LUZ19,Competition,Fluctuating,42,2,23,-6,2300000000,,
11,LUZ19,Competition,Fluctuating,42,3,13,-6,1300000000,,
11,LUZ19,Competition,Fluctuating,42,4,18,-6,1800000000,,
11,LUZ19,Competition,Fluctuating,42,5,23,-6,2300000000,,
11,LUZ19,Competition,Fluctuating,42,6,20,-6,2000000000,,
11,phage14_1,Single_phage,Fluctuating,37,1,72,-6,7200000000,,
11,phage14_1,Single_phage,Fluctuating,37,2,82,-6,8200000000,,
11,phage14_1,Single_phage,Fluctuating,37,3,58,-6,5800000000,,
11,phage14_1,Single_phage,Fluctuating,37,4,83,-6,8300000000,,
11,phage14_1,Single_phage,Fluctuating,37,5,81,-6,8100000000,,
11,phage14_1,Single_phage,Fluctuating,37,6,92,-6,9200000000,,
11,phage14_1,Competition,Fluctuating,37,1,51,-6,5100000000,,
11,phage14_1,Competition,Fluctuating,37,2,26,-6,2600000000,,
11,phage14_1,Competition,Fluctuating,37,3,33,-6,3300000000,,
11,phage14_1,Competition,Fluctuating,37,4,36,-6,3600000000,,
11,phage14_1,Competition,Fluctuating,37,5,28,-6,2800000000,,
11,phage14_1,Competition,Fluctuating,37,6,30,-6,3000000000,,
11.1,LUZ19,Single_phage,Fluctuating,37,1,,,2900000000,,
11.1,LUZ19,Single_phage,Fluctuating,37,2,,,2900000000,,
11.1,LUZ19,Single_phage,Fluctuating,37,3,,,2400000000,,
11.1,LUZ19,Single_phage,Fluctuating,37,4,,,2700000000,,
11.1,LUZ19,Single_phage,Fluctuating,37,5,,,2000000000,,
11.1,LUZ19,Single_phage,Fluctuating,37,6,,,2600000000,,
11.1,LUZ19,Competition,Fluctuating,42,1,,,250000000,,
11.1,LUZ19,Competition,Fluctuating,42,2,,,230000000,,
11.1,LUZ19,Competition,Fluctuating,42,3,,,130000000,,
11.1,LUZ19,Competition,Fluctuating,42,4,,,180000000,,
11.1,LUZ19,Competition,Fluctuating,42,5,,,230000000,,
11.1,LUZ19,Competition,Fluctuating,42,6,,,200000000,,
11.1,phage14_1,Single_phage,Fluctuating,37,1,,,720000000,,
11.1,phage14_1,Single_phage,Fluctuating,37,2,,,820000000,,
11.1,phage14_1,Single_phage,Fluctuating,37,3,,,580000000,,
11.1,phage14_1,Single_phage,Fluctuating,37,4,,,830000000,,
11.1,phage14_1,Single_phage,Fluctuating,37,5,,,810000000,,
11.1,phage14_1,Single_phage,Fluctuating,37,6,,,920000000,,
11.1,phage14_1,Competition,Fluctuating,37,1,,,510000000,,
11.1,phage14_1,Competition,Fluctuating,37,2,,,260000000,,
11.1,phage14_1,Competition,Fluctuating,37,3,,,330000000,,
11.1,phage14_1,Competition,Fluctuating,37,4,,,360000000,,
11.1,phage14_1,Competition,Fluctuating,37,5,,,280000000,,
11.1,phage14_1,Competition,Fluctuating,37,6,,,300000000,,
12,LUZ19,Single_phage,Fluctuating,37,1,23,-7,23000000000,,
12,LUZ19,Single_phage,Fluctuating,37,2,27,-7,27000000000,,
12,LUZ19,Single_phage,Fluctuating,37,3,28,-7,28000000000,,
12,LUZ19,Single_phage,Fluctuating,37,4,27,-7,27000000000,,
12,LUZ19,Single_phage,Fluctuating,37,5,22,-7,22000000000,,
12,LUZ19,Single_phage,Fluctuating,37,6,23,-7,23000000000,,
12,LUZ19,Competition,Fluctuating,42,1,34,-5,340000000,,
12,LUZ19,Competition,Fluctuating,42,2,42,-5,420000000,,
12,LUZ19,Competition,Fluctuating,42,3,39,-5,390000000,,
12,LUZ19,Competition,Fluctuating,42,4,28,-5,280000000,,
12,LUZ19,Competition,Fluctuating,42,5,25,-5,250000000,,
12,LUZ19,Competition,Fluctuating,42,6,29,-5,290000000,,
12,phage14_1,Single_phage,Fluctuating,37,1,20,-6,2000000000,,
12,phage14_1,Single_phage,Fluctuating,37,2,14,-6,1400000000,,
12,phage14_1,Single_phage,Fluctuating,37,3,12,-6,1200000000,,
12,phage14_1,Single_phage,Fluctuating,37,4,15,-6,1500000000,,
12,phage14_1,Single_phage,Fluctuating,37,5,13,-6,1300000000,,
12,phage14_1,Single_phage,Fluctuating,37,6,17,-6,1700000000,,
12,phage14_1,Competition,Fluctuating,37,1,30,-6,3000000000,,
12,phage14_1,Competition,Fluctuating,37,2,20,-6,2000000000,,
12,phage14_1,Competition,Fluctuating,37,3,27,-6,2700000000,,
12,phage14_1,Competition,Fluctuating,37,4,24,-6,2400000000,,
12,phage14_1,Competition,Fluctuating,37,5,24,-6,2400000000,,
12,phage14_1,Competition,Fluctuating,37,6,28,-6,2800000000,,
12.1,LUZ19,Single_phage,Fluctuating,37,1,,,2300000000,,
12.1,LUZ19,Single_phage,Fluctuating,37,2,,,2700000000,,
12.1,LUZ19,Single_phage,Fluctuating,37,3,,,2800000000,,
12.1,LUZ19,Single_phage,Fluctuating,37,4,,,2700000000,,
12.1,LUZ19,Single_phage,Fluctuating,37,5,,,2200000000,,
12.1,LUZ19,Single_phage,Fluctuating,37,6,,,2300000000,,
12.1,LUZ19,Competition,Fluctuating,42,1,,,34000000,,
12.1,LUZ19,Competition,Fluctuating,42,2,,,42000000,,
12.1,LUZ19,Competition,Fluctuating,42,3,,,39000000,,
12.1,LUZ19,Competition,Fluctuating,42,4,,,28000000,,
12.1,LUZ19,Competition,Fluctuating,42,5,,,25000000,,
12.1,LUZ19,Competition,Fluctuating,42,6,,,29000000,,
12.1,phage14_1,Single_phage,Fluctuating,37,1,,,200000000,,
12.1,phage14_1,Single_phage,Fluctuating,37,2,,,140000000,,
12.1,phage14_1,Single_phage,Fluctuating,37,3,,,120000000,,
12.1,phage14_1,Single_phage,Fluctuating,37,4,,,150000000,,
12.1,phage14_1,Single_phage,Fluctuating,37,5,,,130000000,,
12.1,phage14_1,Single_phage,Fluctuating,37,6,,,170000000,,
12.1,phage14_1,Competition,Fluctuating,37,1,,,300000000,,
12.1,phage14_1,Competition,Fluctuating,37,2,,,200000000,,
12.1,phage14_1,Competition,Fluctuating,37,3,,,270000000,,
12.1,phage14_1,Competition,Fluctuating,37,4,,,240000000,,
12.1,phage14_1,Competition,Fluctuating,37,5,,,240000000,,
12.1,phage14_1,Competition,Fluctuating,37,6,,,280000000,,
13,LUZ19,Single_phage,Fluctuating,37,1,23,-7,23000000000,,
13,LUZ19,Single_phage,Fluctuating,37,2,31,-7,31000000000,,
13,LUZ19,Single_phage,Fluctuating,37,3,26,-7,26000000000,,
13,LUZ19,Single_phage,Fluctuating,37,4,17,-7,17000000000,,
13,LUZ19,Single_phage,Fluctuating,37,5,20,-7,20000000000,,
13,LUZ19,Single_phage,Fluctuating,37,6,8,-7,8000000000,,
13,LUZ19,Competition,Fluctuating,42,1,15,-6,1500000000,,
13,LUZ19,Competition,Fluctuating,42,2,16,-6,1600000000,,
13,LUZ19,Competition,Fluctuating,42,3,18,-6,1800000000,,
13,LUZ19,Competition,Fluctuating,42,4,14,-6,1400000000,,
13,LUZ19,Competition,Fluctuating,42,5,21,-6,2100000000,,
13,LUZ19,Competition,Fluctuating,42,6,25,-6,2500000000,,
13,phage14_1,Single_phage,Fluctuating,37,1,78,-6,7800000000,,
13,phage14_1,Single_phage,Fluctuating,37,2,68,-6,6800000000,,
13,phage14_1,Single_phage,Fluctuating,37,3,56,-6,5600000000,,
13,phage14_1,Single_phage,Fluctuating,37,4,63,-6,6300000000,,
13,phage14_1,Single_phage,Fluctuating,37,5,70,-6,7000000000,,
13,phage14_1,Single_phage,Fluctuating,37,6,64,-6,6400000000,,
13,phage14_1,Competition,Fluctuating,37,1,28,-6,2800000000,,
13,phage14_1,Competition,Fluctuating,37,2,12,-6,1200000000,,
13,phage14_1,Competition,Fluctuating,37,3,22,-6,2200000000,,
13,phage14_1,Competition,Fluctuating,37,4,21,-6,2100000000,,
13,phage14_1,Competition,Fluctuating,37,5,22,-6,2200000000,,
13,phage14_1,Competition,Fluctuating,37,6,28,-6,2800000000,,
13.1,LUZ19,Single_phage,Fluctuating,37,1,,,2300000000,,
13.1,LUZ19,Single_phage,Fluctuating,37,2,,,3100000000,,
13.1,LUZ19,Single_phage,Fluctuating,37,3,,,2600000000,,
13.1,LUZ19,Single_phage,Fluctuating,37,4,,,1700000000,,
13.1,LUZ19,Single_phage,Fluctuating,37,5,,,2000000000,,
13.1,LUZ19,Single_phage,Fluctuating,37,6,,,800000000,,
13.1,LUZ19,Competition,Fluctuating,42,1,,,150000000,,
13.1,LUZ19,Competition,Fluctuating,42,2,,,160000000,,
13.1,LUZ19,Competition,Fluctuating,42,3,,,180000000,,
13.1,LUZ19,Competition,Fluctuating,42,4,,,140000000,,
13.1,LUZ19,Competition,Fluctuating,42,5,,,210000000,,
13.1,LUZ19,Competition,Fluctuating,42,6,,,250000000,,
13.1,phage14_1,Single_phage,Fluctuating,37,1,,,780000000,,
13.1,phage14_1,Single_phage,Fluctuating,37,2,,,680000000,,
13.1,phage14_1,Single_phage,Fluctuating,37,3,,,560000000,,
13.1,phage14_1,Single_phage,Fluctuating,37,4,,,630000000,,
13.1,phage14_1,Single_phage,Fluctuating,37,5,,,700000000,,
13.1,phage14_1,Single_phage,Fluctuating,37,6,,,640000000,,
13.1,phage14_1,Competition,Fluctuating,37,1,,,280000000,,
13.1,phage14_1,Competition,Fluctuating,37,2,,,120000000,,
13.1,phage14_1,Competition,Fluctuating,37,3,,,220000000,,
13.1,phage14_1,Competition,Fluctuating,37,4,,,210000000,,
13.1,phage14_1,Competition,Fluctuating,37,5,,,220000000,,
13.1,phage14_1,Competition,Fluctuating,37,6,,,280000000,,
14,LUZ19,Single_phage,Fluctuating,37,1,29,-7,29000000000,,
14,LUZ19,Single_phage,Fluctuating,37,2,19,-7,19000000000,,
14,LUZ19,Single_phage,Fluctuating,37,3,26,-7,26000000000,,
14,LUZ19,Single_phage,Fluctuating,37,4,28,-7,28000000000,,
14,LUZ19,Single_phage,Fluctuating,37,5,31,-7,31000000000,,
14,LUZ19,Single_phage,Fluctuating,37,6,27,-7,27000000000,,
14,LUZ19,Competition,Fluctuating,42,1,22,-5,220000000,,
14,LUZ19,Competition,Fluctuating,42,2,29,-5,290000000,,
14,LUZ19,Competition,Fluctuating,42,3,28,-5,280000000,,
14,LUZ19,Competition,Fluctuating,42,4,28,-5,280000000,,
14,LUZ19,Competition,Fluctuating,42,5,28,-5,280000000,,
14,LUZ19,Competition,Fluctuating,42,6,34,-5,340000000,,
14,phage14_1,Single_phage,Fluctuating,37,1,18,-6,1800000000,,
14,phage14_1,Single_phage,Fluctuating,37,2,13,-6,1300000000,,
14,phage14_1,Single_phage,Fluctuating,37,3,14,-6,1400000000,,
14,phage14_1,Single_phage,Fluctuating,37,4,30,-6,3000000000,,
14,phage14_1,Single_phage,Fluctuating,37,5,21,-6,2100000000,,
14,phage14_1,Single_phage,Fluctuating,37,6,17,-6,1700000000,,
14,phage14_1,Competition,Fluctuating,37,1,33,-6,3300000000,,
14,phage14_1,Competition,Fluctuating,37,2,26,-6,2600000000,,
14,phage14_1,Competition,Fluctuating,37,3,16,-6,1600000000,,
14,phage14_1,Competition,Fluctuating,37,4,27,-6,2700000000,,
14,phage14_1,Competition,Fluctuating,37,5,24,-6,2400000000,,
14,phage14_1,Competition,Fluctuating,37,6,26,-6,2600000000,,
14.1,LUZ19,Single_phage,Fluctuating,37,1,,,2900000000,,
14.1,LUZ19,Single_phage,Fluctuating,37,2,,,1900000000,,
14.1,LUZ19,Single_phage,Fluctuating,37,3,,,2600000000,,
14.1,LUZ19,Single_phage,Fluctuating,37,4,,,2800000000,,
14.1,LUZ19,Single_phage,Fluctuating,37,5,,,3100000000,,
14.1,LUZ19,Single_phage,Fluctuating,37,6,,,2700000000,,
14.1,LUZ19,Competition,Fluctuating,42,1,,,22000000,,
14.1,LUZ19,Competition,Fluctuating,42,2,,,29000000,,
14.1,LUZ19,Competition,Fluctuating,42,3,,,28000000,,
14.1,LUZ19,Competition,Fluctuating,42,4,,,28000000,,
14.1,LUZ19,Competition,Fluctuating,42,5,,,28000000,,
14.1,LUZ19,Competition,Fluctuating,42,6,,,34000000,,
14.1,phage14_1,Single_phage,Fluctuating,37,1,,,180000000,,
14.1,phage14_1,Single_phage,Fluctuating,37,2,,,130000000,,
14.1,phage14_1,Single_phage,Fluctuating,37,3,,,140000000,,
14.1,phage14_1,Single_phage,Fluctuating,37,4,,,300000000,,
14.1,phage14_1,Single_phage,Fluctuating,37,5,,,210000000,,
14.1,phage14_1,Single_phage,Fluctuating,37,6,,,170000000,,
14.1,phage14_1,Competition,Fluctuating,37,1,,,330000000,,
14.1,phage14_1,Competition,Fluctuating,37,2,,,260000000,,
14.1,phage14_1,Competition,Fluctuating,37,3,,,160000000,,
14.1,phage14_1,Competition,Fluctuating,37,4,,,270000000,,
14.1,phage14_1,Competition,Fluctuating,37,5,,,240000000,,
14.1,phage14_1,Competition,Fluctuating,37,6,,,260000000,,
15,LUZ19,Single_phage,Fluctuating,37,1,23,-7,23000000000,,
15,LUZ19,Single_phage,Fluctuating,37,2,29,-7,29000000000,,
15,LUZ19,Single_phage,Fluctuating,37,3,28,-7,28000000000,,
15,LUZ19,Single_phage,Fluctuating,37,4,29,-7,29000000000,,
15,LUZ19,Single_phage,Fluctuating,37,5,38,-7,38000000000,,
15,LUZ19,Single_phage,Fluctuating,37,6,23,-7,23000000000,,
15,LUZ19,Competition,Fluctuating,42,1,17,-6,1700000000,,
15,LUZ19,Competition,Fluctuating,42,2,17,-6,1700000000,,
15,LUZ19,Competition,Fluctuating,42,3,23,-6,2300000000,,
15,LUZ19,Competition,Fluctuating,42,4,23,-6,2300000000,,
15,LUZ19,Competition,Fluctuating,42,5,25,-6,2500000000,,
15,LUZ19,Competition,Fluctuating,42,6,25,-6,2500000000,,
15,phage14_1,Single_phage,Fluctuating,37,1,85,-6,8500000000,,
15,phage14_1,Single_phage,Fluctuating,37,2,61,-6,6100000000,,
15,phage14_1,Single_phage,Fluctuating,37,3,53,-6,5300000000,,
15,phage14_1,Single_phage,Fluctuating,37,4,66,-6,6600000000,,
15,phage14_1,Single_phage,Fluctuating,37,5,53,-6,5300000000,,
15,phage14_1,Single_phage,Fluctuating,37,6,61,-6,6100000000,,
15,phage14_1,Competition,Fluctuating,37,1,36,-6,3600000000,,
15,phage14_1,Competition,Fluctuating,37,2,29,-6,2900000000,,
15,phage14_1,Competition,Fluctuating,37,3,23,-6,2300000000,,
15,phage14_1,Competition,Fluctuating,37,4,21,-6,2100000000,,
15,phage14_1,Competition,Fluctuating,37,5,24,-6,2400000000,,
15,phage14_1,Competition,Fluctuating,37,6,22,-6,2200000000,,
